id	sample1	sample2	sample3	sample4	sample5	sample6
gene1	111.03	166.68	191.78	185.8	239.27	185.86
gene2	3.28	3.79	2.13	4.77	4.1	2.71
gene3	384.4	408.26	410.81	368.04	521.75	377.87
gene4	16.92	20.46	17.11	25.64	29.69	22.01
gene5	12.05	26.94	17.86	34.5	31.34	28.52
gene6	11.85	22.7	18.53	16.99	22.55	23.62
gene7	2.62	4.04	3.17	4.8	5.92	6.17
gene8	12.03	20.29	14.44	17.78	19.67	18.46
gene9	23.97	20.33	26.3	34.74	21.77	29.29
gene10	5.96	1.7	6.4	5.64	5.6	6.27
gene11	42.7	90.73	86.58	196.16	147.51	186.49
gene12	2.77	4.42	5.15	9.63	26.55	11.24
gene13	14.11	16.2	24.3	11.49	14.82	12.5
gene14	16.35	27.72	26.81	23.45	32.02	25.57
gene15	10.28	12.38	10.86	13.3	17.65	16.83
gene16	13.8	11.54	17.73	26.2	16.88	18.57
gene17	225.52	183.88	206.77	287.4	154.39	220.52
gene18	55.2	99.26	65.53	25.25	18.65	18.64
gene19	12.84	9.77	9.16	27.85	26.73	31.04
gene20	1.02	0.36	2.09	2.08	1.03	0.5
gene21	39.55	66.7	70.07	43.68	52.35	37.26
gene22	64.96	113.31	98.57	83.18	126.31	100.5
gene23	1.38	0.56	1.49	1.46	0.89	0.94
gene24	1.94	1.88	2.33	1.36	2.08	1.8
gene25	13.22	19.91	18.22	30.48	36.34	31.43
gene26	7.63	7.86	8.03	18.37	20.82	15.79
gene27	6.48	9.24	13.44	9.79	13.78	11.35
gene28	1.05	0.0	4.45	0.48	1.92	1.89
gene29	39.99	40.19	42.47	64.01	43.8	59.43
gene30	2.58	2.11	5.75	2.25	1.85	1.63
gene31	5.07	4.57	5.85	25.17	16.35	28.55
gene32	35.12	37.02	37.82	29.95	24.36	27.16
gene33	37.93	46.17	52.7	45.55	58.33	50.17
gene34	73.34	83.4	79.88	59.28	84.99	70.89
gene35	11.78	12.86	12.77	57.22	70.96	74.95
gene36	67.14	93.32	93.03	94.02	101.31	110.73
gene37	22.65	28.64	27.37	39.42	37.86	33.45
gene38	198.01	261.88	291.81	392.44	352.06	361.2
gene39	11.06	11.92	13.23	22.03	28.72	21.99
gene40	104.18	173.91	178.76	514.2	997.44	621.4
gene41	3.06	0.0	4.34	1.42	0.0	0.92
gene42	1.47	4.34	5.03	3.49	3.82	2.7
gene43	54.35	77.09	72.9	52.49	71.54	66.1
gene44	8.92	19.62	16.68	1.93	1.92	1.89
gene45	116.9	150.07	162.82	288.42	486.0	349.26
gene46	9.05	10.59	13.76	11.41	10.5	12.39
gene47	20.78	25.48	27.98	45.1	40.14	43.39
gene48	0.65	8.14	13.51	4.63	1.15	3.39
gene49	94.88	73.92	73.87	72.03	53.56	60.36
gene50	31.49	55.77	62.38	67.39	70.7	67.29
gene51	159.37	294.41	304.49	207.12	274.62	238.74
gene52	22.0	13.17	19.15	28.9	16.4	22.77
gene53	14.35	20.88	23.5	47.76	47.1	47.94
gene54	29.91	22.48	27.34	50.95	32.44	38.84
gene55	21.16	23.48	25.38	47.57	44.95	56.73
gene56	91.57	79.82	141.2	90.35	68.16	73.77
gene57	19.72	45.17	42.75	55.47	49.03	55.15
gene58	6.24	8.84	4.78	8.08	10.06	13.85
gene59	9.99	12.56	16.77	16.26	17.79	18.3
gene60	38.05	75.88	83.69	45.55	72.45	57.96
gene61	38.69	38.06	42.13	59.13	69.3	67.49
gene62	1.71	3.21	5.01	3.09	2.51	5.73
gene63	860.27	1696.22	1153.74	2577.53	4876.71	3270.81
gene64	11.8	10.97	10.31	23.51	22.08	17.37
gene65	11.11	18.93	15.89	12.03	18.61	14.03
gene66	21.33	31.48	38.58	47.48	17.26	27.64
gene67	492.84	684.26	727.75	339.67	504.38	408.72
gene68	109.19	142.09	142.62	123.29	125.64	112.24
gene69	21.81	25.36	29.84	100.43	84.26	99.3
gene70	185.3	214.85	239.65	165.95	195.4	168.5
gene71	47.07	62.78	68.88	3.49	2.05	2.09
gene72	106.13	132.77	142.5	105.12	157.55	129.28
gene73	0.0	1.25	4.05	2.31	1.15	1.7
gene74	28.35	34.15	29.99	42.31	47.33	41.89
gene75	10.7	15.96	12.79	20.19	19.79	20.56
gene76	426.28	549.89	553.17	904.18	788.83	823.64
gene77	13.92	28.22	27.14	26.9	32.3	27.24
gene78	61.35	98.26	94.47	91.38	180.39	124.47
gene79	3.44	3.74	5.13	8.45	12.9	12.55
gene80	3.42	8.11	5.71	16.93	16.95	15.85
gene81	103.07	144.24	155.66	672.83	718.88	655.57
gene82	94.19	88.5	133.22	115.32	96.8	95.21
gene83	92.95	148.16	152.59	134.57	187.93	152.42
gene84	8.86	13.03	13.0	19.38	16.15	20.73
gene85	2.86	2.99	2.4	2.73	3.42	2.47
gene86	4102.2	6567.93	6164.85	624.3	1187.84	625.64
gene87	102.44	161.36	197.0	137.9	188.25	149.95
gene88	0.0	0.48	0.31	0.41	0.58	0.26
gene89	0.52	0.33	1.18	0.98	0.54	0.42
gene90	0.49	0.97	0.0	3.2	0.91	0.89
gene91	5.18	11.49	9.3	19.43	18.99	19.92
gene92	23.64	28.86	32.47	39.55	33.34	40.72
gene93	66.35	66.47	66.55	120.1	110.99	112.66
gene94	85.66	126.13	155.0	74.16	75.77	65.78
gene95	232.7	247.3	263.61	209.61	198.08	202.62
gene96	23.25	33.06	29.08	40.13	42.11	41.6
gene97	14.9	21.44	22.99	18.94	17.53	23.32
gene98	27.79	30.74	38.75	76.99	50.5	60.48
gene99	179.4	145.64	182.02	115.1	75.29	113.76
gene100	0.0	0.7	0.0	0.64	0.0	1.26
gene101	22.42	41.33	41.95	45.13	68.0	51.95
gene102	615.06	626.87	651.69	447.26	517.18	496.64
gene103	273.54	279.15	299.1	899.21	596.67	756.64
gene104	14.01	29.94	31.95	36.6	39.19	41.92
gene105	7.92	12.93	21.0	16.35	20.19	15.9
gene106	1.17	2.41	1.95	1.39	1.62	1.74
gene107	64.37	101.51	104.12	107.27	93.03	96.3
gene108	29.13	43.78	48.84	11.85	10.58	12.3
gene109	32.96	41.8	39.15	9.19	8.27	8.36
gene110	2.54	4.0	4.37	5.05	10.61	6.3
gene111	88.27	134.72	123.42	47.67	46.37	47.01
gene112	7.72	7.41	13.12	25.07	13.56	21.04
gene113	484.45	574.8	648.14	1282.71	2145.14	1513.34
gene114	1.36	1.51	3.44	2.62	2.03	2.51
gene115	0.64	2.47	2.66	3.99	4.54	5.02
gene116	87.98	90.34	83.64	55.37	48.6	58.81
gene117	37.56	52.33	45.73	74.82	88.65	68.56
gene118	1.61	1.58	2.71	4.4	8.24	5.41
gene119	30.36	46.76	44.79	25.88	28.69	28.08
gene120	498.07	623.28	698.71	707.99	839.09	687.22
gene121	3.38	3.48	5.44	3.61	6.9	3.0
gene122	253.44	367.9	459.89	367.73	659.95	414.96
gene123	16.85	14.51	20.51	28.73	27.86	27.31
gene124	39.54	19.95	26.39	25.14	17.04	21.03
gene125	81.97	81.23	108.47	36.16	23.04	36.51
gene126	0.87	1.83	1.54	1.16	0.76	2.11
gene127	29.62	42.29	42.3	112.79	97.5	101.11
gene128	33.02	48.09	55.29	71.03	93.62	75.55
gene129	10.88	15.22	12.53	9.24	13.97	10.21
gene130	43.59	60.25	70.88	182.57	359.11	186.58
gene131	6.42	9.55	9.71	7.93	12.93	9.37
gene132	0.0	0.0	0.0	1.04	0.0	0.0
gene133	3.38	1.42	2.43	5.57	6.06	5.53
gene134	0.91	1.78	4.48	3.57	4.45	3.56
gene135	30.81	55.16	63.0	3.78	12.12	5.94
gene136	8.45	0.0	0.0	4.74	3.79	4.67
gene137	55.32	82.24	93.4	122.47	144.59	126.94
gene138	606.12	835.67	1081.1	588.0	799.94	519.46
gene139	1.91	3.47	3.31	19.07	40.75	19.26
gene140	2.86	4.59	3.19	5.86	3.74	4.51
gene141	168.51	260.56	304.09	103.38	105.95	108.52
gene142	23.51	35.43	34.7	27.26	44.84	29.03
gene143	10.28	14.81	15.39	29.79	38.99	27.13
gene144	2.52	4.21	3.62	11.17	9.9	10.48
gene145	3.88	3.83	3.24	22.02	17.94	24.2
gene146	22.69	34.98	40.78	30.74	51.29	38.97
gene147	6.2	3.54	7.11	9.07	3.96	3.1
gene148	20.76	24.86	28.91	72.48	52.31	54.97
gene149	6.18	1.8	2.58	5.0	1.1	3.26
gene150	50.96	62.14	76.95	149.4	94.33	125.01
gene151	202.78	303.03	346.36	181.74	197.13	158.65
gene152	4.54	4.91	4.93	7.12	6.94	6.52
gene153	54.22	92.16	86.94	100.39	123.03	105.11
gene154	275.54	334.07	386.65	389.8	642.9	446.22
gene155	2.61	4.65	3.66	2.18	2.8	3.79
gene156	21.74	23.46	13.73	150.02	216.51	138.41
gene157	36.42	45.45	44.08	53.56	65.82	45.55
gene158	62.18	76.31	76.25	96.67	104.17	120.72
gene159	4.62	8.78	6.21	10.96	14.51	12.35
gene160	2.63	4.64	4.45	4.45	14.88	4.74
gene161	0.0	0.71	0.0	1.96	2.6	1.91
gene162	16.67	16.05	16.41	6.9	16.59	8.84
gene163	39.93	41.31	45.08	49.51	74.31	52.17
gene164	159.43	246.76	189.4	588.62	762.96	616.72
gene165	4.64	6.85	5.43	8.34	12.75	9.13
gene166	16.64	19.2	21.09	30.51	29.5	28.66
gene167	114.76	136.78	157.26	271.53	239.57	261.72
gene168	312.91	489.89	497.45	362.11	488.35	459.2
gene169	102.49	134.57	134.0	110.5	170.65	143.09
gene170	124.74	164.82	184.56	132.34	122.19	127.49
gene171	463.27	640.26	580.4	1232.39	1266.86	1330.85
gene172	9.45	11.39	10.05	15.0	35.27	16.71
gene173	8.95	7.38	11.64	2.31	1.38	6.75
gene174	0.63	0.89	1.11	0.88	1.28	1.1
gene175	419.05	784.51	700.12	245.9	383.92	277.3
gene176	18.73	30.45	27.78	19.41	28.26	25.71
gene177	6.27	7.63	8.83	12.9	9.01	7.4
gene178	1.71	3.76	6.39	2.58	2.98	5.41
gene179	121.12	169.52	192.09	154.06	257.16	175.99
gene180	2.69	3.03	1.08	2.69	4.35	1.9
gene181	27.4	34.32	40.78	50.55	63.42	53.72
gene182	7.11	13.83	8.67	12.03	14.7	11.74
gene183	5.29	7.81	8.34	12.05	10.28	8.98
gene184	26.82	31.69	34.44	28.48	29.72	27.02
gene185	6.54	12.97	16.4	16.86	19.88	20.1
gene186	6.19	11.37	16.07	14.0	14.87	17.36
gene187	58.98	81.18	79.58	73.17	93.4	73.02
gene188	13.16	15.58	15.6	17.73	11.49	20.06
gene189	46.1	49.05	60.93	70.81	91.13	73.81
gene190	172.42	212.22	213.42	292.48	335.17	300.63
gene191	3.71	4.75	4.14	6.69	7.45	7.77
gene192	3.31	4.28	5.09	5.16	5.04	4.27
gene193	27.78	38.75	41.06	52.39	75.27	54.63
gene194	19.6	32.74	31.12	77.14	94.92	82.83
gene195	55.63	84.79	100.44	69.41	94.56	82.65
gene196	1.16	1.49	0.58	0.53	0.53	0.9
gene197	1.01	0.0	0.0	0.2	0.2	0.4
gene198	21.53	30.61	29.23	23.36	31.3	24.45
gene199	21.86	23.63	26.58	19.7	11.01	6.19
gene200	96.78	184.08	230.55	64.66	67.06	65.35
gene201	32.05	55.79	53.18	30.4	31.51	28.12
gene202	2.76	3.07	2.5	3.58	6.95	3.86
gene203	49.33	62.99	61.73	48.34	34.11	50.46
gene204	5.04	5.21	7.32	6.86	4.83	5.06
gene205	105.29	145.91	167.73	182.47	212.58	177.79
gene206	260.7	501.36	423.19	1723.03	2079.16	1892.22
gene207	262.8	435.09	431.97	302.96	360.46	284.43
gene208	30.79	32.47	38.79	57.16	27.88	44.8
gene209	365.42	386.58	521.62	629.1	591.15	509.79
gene210	36.99	52.27	56.54	82.53	82.3	84.41
gene211	21.71	32.85	30.55	114.49	124.76	131.55
gene212	22.14	30.99	28.23	60.37	71.93	59.51
gene213	2.32	1.67	2.92	3.13	3.39	3.03
gene214	439.93	509.63	673.2	324.13	249.86	266.51
gene215	175.55	243.78	237.2	230.38	328.52	262.22
gene216	63.79	72.02	90.88	89.27	87.07	84.56
gene217	5.21	5.62	4.58	7.42	9.17	8.39
gene218	79.83	66.9	91.36	75.75	78.31	77.81
gene219	72.46	56.34	77.64	148.87	59.64	89.48
gene220	26.77	24.3	25.98	25.49	28.18	25.75
gene221	15.67	20.71	21.34	31.25	29.61	28.46
gene222	33.44	42.49	41.01	28.62	34.54	26.51
gene223	34.05	36.08	43.37	36.2	46.67	33.88
gene224	1015.57	1555.38	1685.37	6405.89	3358.95	4679.02
gene225	56.75	52.41	71.16	66.71	76.48	69.58
gene226	27.46	50.96	51.24	60.82	79.7	76.98
gene227	530.2	1107.56	936.64	423.38	398.15	378.26
gene228	4.74	5.5	7.37	0.0	0.33	1.28
gene229	99.5	152.02	155.53	149.39	205.52	165.95
gene230	19.6	36.43	36.96	108.01	128.27	125.18
gene231	163.88	216.79	226.39	223.13	191.63	228.36
gene232	15.64	20.42	21.66	19.65	23.51	19.85
gene233	0.0	3.26	1.76	2.54	1.51	1.49
gene234	280.34	338.68	378.63	439.41	391.71	385.87
gene235	54.71	73.94	75.14	68.28	88.35	75.88
gene236	94.02	114.82	129.07	66.88	72.99	65.4
gene237	37.61	57.15	70.24	42.2	45.61	46.22
gene238	94.31	165.33	151.28	103.16	138.83	121.21
gene239	25.91	27.36	38.32	42.43	45.89	38.74
gene240	22.14	29.37	27.33	52.14	53.4	48.7
gene241	87.51	66.0	89.91	68.01	76.22	70.79
gene242	465.95	643.43	711.56	501.47	766.17	565.29
gene243	4.8	2.87	1.67	2.26	0.75	1.22
gene244	6.89	7.67	11.65	14.7	11.84	15.18
gene245	72.26	87.82	103.85	75.58	97.15	75.08
gene246	20.41	16.37	21.5	35.25	31.83	30.02
gene247	664.24	562.13	653.76	281.47	249.56	289.7
gene248	119.64	144.66	163.34	150.64	196.63	159.61
gene249	6.29	6.4	8.57	9.89	7.79	8.43
gene250	43.39	69.1	77.01	60.03	81.41	69.23
gene251	4.52	4.44	5.1	4.92	5.09	5.41
gene252	11.06	9.61	9.7	10.94	15.29	13.46
gene253	87.11	109.04	135.17	76.98	106.47	84.67
gene254	60.53	45.29	59.73	41.69	35.4	31.19
gene255	151.4	180.46	198.77	171.32	207.07	183.3
gene256	216.92	380.86	430.08	25.83	43.32	29.1
gene257	1.45	0.77	0.35	1.29	1.28	0.73
gene258	0.44	0.77	2.31	1.36	0.3	1.61
gene259	234.9	286.34	329.07	55.37	56.05	50.29
gene260	16.1	17.38	17.09	22.16	15.78	18.54
gene261	12.02	13.24	13.16	12.51	15.76	15.57
gene262	206.44	281.38	377.15	2515.48	1813.09	2169.77
gene263	3.69	9.49	9.87	13.59	12.69	15.72
gene264	25.31	33.79	31.08	21.41	30.52	22.63
gene265	36.85	37.04	49.61	60.41	43.6	45.55
gene266	0.0	0.0	0.0	2.42	2.43	7.18
gene267	21.45	38.74	36.32	29.56	65.96	30.12
gene268	3.35	4.25	6.83	12.31	8.64	9.7
gene269	0.79	0.97	0.59	1.35	1.34	1.7
gene270	7.55	5.83	6.28	4.46	0.98	3.86
gene271	14.89	22.21	20.0	17.55	22.61	21.07
gene272	21.56	30.34	32.81	152.66	106.41	125.09
gene273	322.34	303.11	328.36	439.47	471.73	410.78
gene274	13.01	18.65	15.59	21.15	19.81	17.59
gene275	47.42	68.73	76.59	74.57	51.71	69.71
gene276	104.16	128.17	127.15	106.28	123.12	113.85
gene277	3.31	2.23	3.99	3.19	1.4	2.75
gene278	42.33	47.78	51.42	53.48	58.66	53.84
gene279	10.72	7.79	9.52	10.57	7.48	9.83
gene280	2.43	6.09	2.24	3.4	0.0	3.38
gene281	58.2	77.0	82.27	60.91	82.42	70.21
gene282	37.95	50.68	61.11	51.45	56.59	67.45
gene283	0.0	2.2	2.43	1.83	3.69	5.46
gene284	23.43	33.23	41.05	45.0	37.16	42.64
gene285	28.38	24.66	28.51	35.36	30.49	38.52
gene286	16.79	14.37	17.8	12.57	11.64	14.01
gene287	46.1	64.35	74.96	67.84	63.18	66.24
gene288	57.45	52.68	56.85	32.76	27.07	46.66
gene289	104.37	191.08	171.31	83.9	182.66	121.91
gene290	77.21	111.89	125.77	92.03	109.62	102.96
gene291	3.04	2.38	2.79	4.33	8.9	7.24
gene292	7.18	14.22	11.09	26.2	25.75	29.92
gene293	78.23	95.56	88.66	80.02	114.19	99.37
gene294	504.79	275.29	405.18	221.85	207.01	214.9
gene295	17.45	26.8	24.4	38.2	30.74	37.92
gene296	282.67	301.3	381.27	511.6	564.59	557.65
gene297	28.89	48.05	41.37	53.25	61.67	48.18
gene298	41.82	58.63	72.71	30.87	43.9	41.53
gene299	55.85	48.06	42.25	59.89	50.78	66.11
gene300	46.87	51.26	45.54	102.25	108.09	116.56
gene301	134.43	182.24	226.92	290.28	422.12	318.48
gene302	2.8	2.8	3.12	3.88	6.45	4.94
gene303	35.43	31.33	38.31	99.59	129.97	119.27
gene304	11.96	27.35	32.62	10.88	17.99	11.23
gene305	46.57	32.38	40.83	60.67	42.46	63.46
gene306	1.24	1.13	2.68	2.18	1.91	1.81
gene307	27.84	32.63	37.8	21.52	31.54	25.47
gene308	12.69	15.82	15.71	20.14	39.3	22.27
gene309	257.19	273.68	271.0	2067.0	1331.47	1745.17
gene310	78.5	98.41	106.38	79.96	118.7	94.67
gene311	101.05	155.1	152.37	239.29	263.77	240.56
gene312	295.48	339.08	432.0	280.56	246.57	238.09
gene313	248.57	343.49	395.48	318.78	619.44	386.86
gene314	57.3	72.13	78.85	73.63	89.57	83.85
gene315	7.57	6.92	8.66	8.56	7.31	9.53
gene316	22.89	30.31	36.36	33.2	37.49	33.55
gene317	54.82	64.42	77.31	98.4	114.87	96.03
gene318	3.54	2.46	3.28	1.79	1.77	0.96
gene319	38.82	45.94	46.7	14.11	42.13	19.45
gene320	410.7	467.77	561.64	386.9	451.02	391.3
gene321	10.97	15.88	21.94	37.45	34.95	39.07
gene322	47.14	55.36	54.57	58.5	50.86	67.28
gene323	168.5	129.15	195.15	62.97	66.65	71.01
gene324	53.04	52.59	63.91	74.8	68.31	71.51
gene325	49.91	76.44	86.13	51.14	65.72	60.73
gene326	10.06	12.25	14.43	17.45	18.43	15.48
gene327	1.71	2.39	3.51	1.02	1.45	1.98
gene328	133.94	183.78	208.48	133.94	142.27	129.84
gene329	174.96	223.39	240.48	114.82	103.88	100.59
gene330	12.18	22.34	25.59	25.65	25.09	24.13
gene331	163.91	225.86	260.77	160.19	202.22	158.07
gene332	0.8	4.81	1.72	2.28	2.26	1.85
gene333	0.98	2.53	1.89	3.17	2.9	3.32
gene334	40.73	25.77	45.86	106.55	26.31	98.14
gene335	53.46	79.13	93.3	103.37	92.62	97.19
gene336	10.94	21.66	17.78	26.93	36.87	33.71
gene337	202.87	214.73	252.4	129.76	126.04	106.31
gene338	368.7	459.27	599.9	20.05	21.23	17.93
gene339	316.81	356.96	444.28	318.68	327.14	299.19
gene340	10.07	15.63	10.23	5.87	7.87	7.86
gene341	6.05	8.59	8.73	18.85	20.27	18.05
gene342	61.51	65.14	83.31	62.38	60.53	61.35
