id	sample1	sample2	sample3	sample4	sample5	sample6
gene1784	1.25	2.19	4.68	2.72	3.12	2.63
gene1785	66.09	90.9	96.18	117.84	176.33	138.49
gene1786	4.25	5.85	7.46	7.43	8.64	7.78
gene1787	14.59	5.45	9.76	27.39	30.6	45.03
gene1788	57.04	96.32	94.44	75.94	105.46	80.64
gene1789	32.45	48.82	51.64	31.99	39.91	34.07
gene1790	21.12	35.43	31.77	8.25	13.64	13.08
gene1791	0.0	1.49	0.0	0.0	1.28	3.8
gene1792	4.26	7.77	10.05	11.26	12.01	11.33
gene1793	86.88	112.31	120.77	123.23	147.39	129.44
gene1794	191.81	174.93	210.8	118.56	70.38	86.64
gene1795	82.42	141.23	151.33	66.26	44.85	54.04
gene1796	94.25	101.59	127.16	154.5	163.42	144.81
gene1797	74.43	88.75	87.09	89.29	85.38	71.27
gene1798	6752.07	5732.82	6678.55	1715.76	1855.57	1484.33
gene1799	148.65	187.37	203.68	251.01	327.57	279.28
gene1800	3.43	5.33	5.08	2.01	2.54	2.27
gene1801	12.14	15.96	13.2	21.49	25.3	20.24
gene1802	68.24	125.45	121.0	124.04	195.06	163.6
gene1803	177.53	239.49	235.13	324.58	434.02	366.31
gene1804	116.01	165.8	162.99	181.36	171.13	186.4
gene1805	4.19	5.14	4.19	2.98	3.44	2.21
gene1806	18.81	21.07	24.58	54.72	51.88	53.73
gene1807	158.05	203.09	202.65	163.92	212.86	177.59
gene1808	96.97	90.92	111.44	219.11	123.46	171.09
gene1809	333.42	533.55	549.2	671.94	1098.82	750.89
gene1810	0.0	2.21	2.37	2.11	1.74	1.37
gene1811	3.39	4.99	2.59	7.41	8.29	8.93
gene1812	0.0	1.65	0.89	2.24	1.49	0.73
gene1813	36.41	43.41	45.32	102.55	108.28	103.05
gene1814	24.47	28.55	25.14	37.59	50.54	44.53
gene1815	149.56	244.68	263.33	135.78	146.0	150.08
gene1816	14.99	27.1	23.46	28.48	30.09	25.36
gene1817	159.08	185.88	225.9	231.76	253.91	244.97
gene1818	42.1	63.34	60.14	27.42	27.13	26.08
gene1819	17.0	23.56	28.59	30.67	27.96	30.78
gene1820	52.62	67.57	73.82	58.9	79.32	56.71
gene1821	500.33	216.36	895.1	19.83	21.76	25.72
gene1822	83.56	108.64	116.11	154.03	183.05	150.61
gene1823	223.37	284.99	338.07	282.23	329.46	286.24
gene1824	21.58	20.14	32.04	24.44	28.12	26.09
gene1825	43.59	59.18	64.24	38.4	47.52	48.42
gene1826	414.06	588.45	566.44	650.74	776.97	731.86
gene1827	54.79	61.41	56.34	91.73	97.13	90.18
gene1828	55.06	90.08	72.23	69.76	79.45	76.59
gene1829	18.91	44.57	26.31	37.67	48.33	45.85
gene1830	1422.26	1574.83	1631.33	1203.28	1298.88	1121.16
gene1831	205.35	287.41	284.92	43.24	38.96	39.14
gene1832	178.15	264.28	342.89	11.22	8.98	10.56
gene1833	270.66	332.96	368.5	430.9	502.95	423.4
gene1834	143.84	243.85	246.73	203.22	316.46	231.82
gene1835	10.95	19.55	15.24	23.56	26.66	23.8
gene1836	19.93	28.85	33.1	10.85	8.81	10.66
gene1837	62.58	57.27	58.35	54.25	58.28	54.34
gene1838	43.23	44.62	44.23	53.33	59.62	60.95
gene1839	153.22	205.97	176.35	749.76	1518.38	965.7
gene1840	9.92	13.56	11.22	17.79	28.15	22.54
gene1841	417.41	456.75	546.38	477.49	457.03	434.5
gene1842	188.65	229.94	264.59	147.08	196.85	158.59
gene1843	0.0	3.56	0.77	0.65	0.0	0.0
gene1844	0.9	1.35	1.01	1.06	2.75	2.44
gene1845	6.1	9.85	10.79	8.45	13.6	7.91
gene1846	50.91	69.73	71.92	301.73	188.86	281.65
gene1847	0.98	1.46	3.66	3.2	2.72	2.67
gene1848	310.83	363.05	381.98	513.03	610.35	508.61
gene1849	3514.91	5069.25	4974.62	1752.96	3762.53	2061.43
gene1850	105.98	90.67	87.75	120.79	135.63	144.18
gene1851	63.53	112.89	134.44	137.98	124.3	118.82
gene1852	574.27	737.7	742.11	358.74	447.62	357.43
gene1853	59.09	101.09	103.76	88.14	118.76	101.42
gene1854	4.18	3.2	5.69	4.45	4.53	4.43
gene1855	152.17	208.02	206.46	199.97	227.99	191.78
gene1856	12.4	16.89	15.74	15.23	18.41	16.27
gene1857	47.2	63.5	66.37	68.85	84.63	66.73
gene1858	27.99	34.93	38.04	27.02	31.92	27.26
gene1859	1.25	1.52	2.08	2.52	2.91	3.87
gene1860	8.42	13.82	13.43	28.3	22.54	25.72
gene1861	12.38	12.62	19.8	15.48	12.21	9.38
gene1862	12.15	12.42	7.38	21.33	17.87	26.91
gene1863	0.83	2.81	4.68	1.39	1.8	1.09
gene1864	1.32	1.0	1.07	1.32	0.13	1.28
gene1865	11.94	23.23	23.9	25.97	29.54	29.35
gene1866	36.19	13.72	13.95	20.88	20.83	23.54
gene1867	30.92	30.49	35.34	30.71	21.66	25.74
gene1868	77.79	107.77	114.37	43.58	26.61	39.22
gene1869	22.47	35.53	36.91	69.46	57.32	64.25
gene1870	35.1	32.03	41.76	44.7	38.8	46.83
gene1871	183.92	405.53	345.62	1.53	2.64	1.99
gene1872	88.94	128.35	150.19	142.97	134.8	121.23
gene1873	65.66	91.42	94.37	94.58	126.04	97.38
gene1874	14.83	22.05	22.35	20.94	17.48	22.77
gene1875	300.77	378.45	412.78	381.71	405.01	410.09
gene1876	44.06	62.37	75.65	130.82	121.12	134.08
gene1877	164.9	167.04	216.85	135.32	158.47	146.99
gene1878	11.77	13.75	16.17	22.52	23.77	22.83
gene1879	19.05	23.4	23.5	62.34	91.61	63.86
gene1880	44.43	51.07	64.35	16.47	10.51	15.18
gene1881	120.26	157.96	168.15	82.8	111.58	104.73
gene1882	3.61	2.8	4.21	1.93	1.91	2.02
gene1883	1.89	0.38	0.41	2.54	0.36	1.06
gene1884	17.26	20.68	20.32	29.15	35.52	34.68
gene1885	30.03	32.55	47.88	23.28	27.74	28.74
gene1886	41.07	53.72	58.62	106.35	79.54	96.81
gene1887	107.75	126.14	140.86	131.05	159.02	132.98
gene1888	10.29	23.92	16.25	73.72	54.46	78.47
gene1889	8.49	16.56	12.72	19.3	27.78	23.12
gene1890	28.34	34.03	35.67	27.53	31.79	27.71
gene1891	150.52	218.91	267.18	154.09	200.51	168.61
gene1892	29.7	54.87	57.65	47.95	63.27	40.24
gene1893	3.41	5.4	7.3	6.49	10.03	6.51
gene1894	200.45	262.24	297.68	199.93	189.1	181.69
gene1895	2.29	2.14	2.9	6.23	6.54	7.32
gene1896	235.43	279.26	280.68	224.73	286.0	231.27
gene1897	4.27	6.97	6.49	2.96	2.24	3.55
gene1898	78.11	91.63	88.42	92.49	115.58	102.73
gene1899	141.23	159.74	149.78	566.19	528.94	566.46
gene1900	6.42	7.47	8.0	13.77	13.65	12.26
gene1901	4.13	5.66	4.28	22.73	15.25	19.63
gene1902	386.11	570.05	527.57	228.66	392.32	281.78
gene1903	22.46	29.51	22.13	70.91	62.6	85.12
gene1904	62.85	73.85	92.8	141.58	98.24	124.33
gene1905	7.36	9.25	11.87	24.87	33.5	23.69
gene1906	3.86	2.54	1.41	24.53	13.52	26.04
gene1907	77.97	78.54	94.08	131.54	90.08	135.25
gene1908	5.46	10.12	11.5	14.89	14.81	12.16
gene1909	90.34	67.66	130.45	54.68	40.2	48.33
gene1910	2.4	2.44	2.37	3.55	4.66	3.66
gene1911	26.52	62.54	60.02	51.23	53.07	45.86
gene1912	31.0	40.49	34.94	82.95	69.98	83.49
gene1913	39.87	51.42	55.58	33.04	43.88	42.81
gene1914	51.5	64.13	66.82	108.64	103.28	122.41
gene1915	40.06	52.33	59.64	31.69	32.35	31.52
gene1916	5.67	12.2	10.1	43.74	29.4	36.6
gene1917	23.67	36.37	37.13	29.73	32.18	24.17
gene1918	19.9	22.6	25.53	37.89	42.43	34.93
gene1919	2.41	3.5	4.87	4.34	18.87	5.84
gene1920	713.18	930.54	504.49	71.12	62.09	98.01
gene1921	38.09	69.57	69.24	56.47	76.47	56.48
gene1922	7.89	12.4	17.6	11.0	12.68	14.44
gene1923	5.03	7.79	8.36	10.73	3.67	10.44
gene1924	142.5	160.68	191.46	58.09	56.79	49.28
gene1925	6.56	12.85	15.86	16.45	18.35	16.4
gene1926	45.05	51.88	58.9	69.69	56.59	59.58
gene1927	5.78	6.55	6.64	9.19	9.78	8.51
gene1928	17.86	22.7	23.02	22.66	26.73	20.5
gene1929	132.75	106.57	166.8	263.89	122.72	210.86
gene1930	12.24	18.67	21.32	30.9	21.41	25.76
gene1931	49.38	62.0	66.64	98.91	86.61	97.05
gene1932	79.24	141.23	122.56	271.14	211.64	276.2
gene1933	370.79	438.55	462.56	567.62	909.74	607.68
gene1934	6.2	4.95	7.94	9.46	9.36	8.45
gene1935	34.29	58.29	52.23	81.23	120.19	85.97
gene1936	28.6	45.83	46.25	59.57	73.95	60.2
gene1937	45.57	72.13	72.14	87.28	113.59	93.09
gene1938	6.94	12.6	15.02	45.81	14.47	31.24
gene1939	1.61	0.95	1.27	1.38	1.37	2.01
gene1940	42.93	54.97	50.02	67.69	85.33	69.34
gene1941	94.75	139.53	143.04	104.93	115.34	98.63
gene1942	11.92	10.35	10.23	9.03	7.1	7.32
gene1943	4.35	3.24	5.07	8.93	5.5	7.26
gene1944	152.33	202.08	239.17	234.72	219.31	213.04
gene1945	4.49	7.29	6.58	8.75	7.11	7.4
gene1946	7.09	5.63	6.06	4.86	6.14	6.89
gene1947	4.84	6.51	6.28	5.51	4.04	3.76
gene1948	10.72	14.69	14.85	19.26	19.66	20.13
gene1949	26.3	45.3	40.33	52.8	59.13	52.35
gene1950	349.07	545.9	706.85	197.39	362.8	178.72
gene1951	69.48	85.19	90.61	117.83	145.37	115.24
gene1952	19.71	30.93	37.12	22.71	29.84	23.82
gene1953	0.18	0.39	0.31	1.53	0.85	1.94
gene1954	21.43	28.45	37.35	36.52	35.72	35.64
gene1955	307.88	591.28	545.55	1.61	1.56	1.82
gene1956	30.58	29.14	39.3	147.35	304.0	224.81
gene1957	85.09	140.54	162.47	183.17	242.73	198.6
gene1958	2.71	4.75	0.0	2.08	0.0	3.08
gene1959	269.07	344.13	371.22	224.41	380.03	257.51
gene1960	0.0	0.23	1.46	0.0	0.22	0.0
gene1961	44.52	62.21	66.45	133.78	114.9	145.4
gene1962	46.31	62.52	87.27	37.97	34.65	35.04
gene1963	10.56	8.66	8.55	17.55	10.78	15.67
gene1964	105.73	155.48	125.31	157.79	195.12	168.21
gene1965	1121.89	1093.15	1165.37	1161.39	1321.4	1322.15
gene1966	26.38	19.58	27.48	38.75	23.16	25.73
gene1967	9.89	18.07	16.13	15.47	17.69	17.31
gene1968	51.01	61.1	68.16	82.71	64.69	67.59
gene1969	0.0	0.79	1.72	0.72	0.72	0.0
gene1970	10.47	9.49	13.32	14.27	13.81	13.87
gene1971	28.96	42.34	36.89	43.13	54.07	64.42
gene1972	31.45	39.51	39.15	44.11	38.48	50.17
gene1973	36.08	61.37	69.43	57.09	74.49	65.23
gene1974	1.94	5.92	6.34	5.19	6.61	4.94
gene1975	3.83	3.87	6.36	8.02	4.72	8.8
gene1976	2.7	6.68	6.21	66.59	53.47	76.05
gene1977	20.6	40.24	39.9	20.85	31.74	20.42
gene1978	3.33	0.87	2.79	1.7	3.7	2.8
gene1979	35.0	33.27	51.21	51.17	38.09	45.26
gene1980	40.31	55.42	50.14	46.48	69.85	55.7
gene1981	2.47	1.43	3.2	1.02	0.76	1.86
gene1982	16.8	20.87	23.48	14.1	14.96	12.94
gene1983	91.24	131.8	133.62	169.38	180.7	171.01
gene1984	176.68	217.65	252.44	652.19	1336.97	907.09
gene1985	237.62	243.31	263.95	294.7	318.47	274.73
gene1986	3.59	8.71	4.24	5.35	9.59	7.42
gene1987	263.97	316.09	329.13	524.34	483.13	472.63
gene1988	3.6	4.61	10.12	1.32	5.29	7.82
gene1989	51.24	55.69	61.12	60.54	72.67	68.24
gene1990	0.0	0.62	0.0	0.0	0.57	0.56
gene1991	1.6	3.52	1.78	3.07	2.5	2.97
gene1992	2.45	2.19	2.54	1.25	1.94	0.86
gene1993	84.13	99.01	125.88	252.15	209.43	176.01
gene1994	207.28	280.69	290.26	265.99	341.18	285.19
gene1995	0.56	0.71	0.51	0.94	2.31	1.81
gene1996	194.76	272.0	344.89	65.78	79.66	63.54
gene1997	5.21	6.65	5.29	4.99	4.84	4.47
gene1998	291.65	211.62	337.54	281.21	126.19	192.17
gene1999	219.48	276.25	293.37	1378.71	1616.17	1355.78
gene2000	212.57	267.56	307.01	210.85	267.84	221.12
gene2001	7.86	11.92	11.65	17.66	22.53	17.72
gene2002	93.86	103.92	109.22	114.4	113.27	107.31
gene2003	44.23	56.26	64.63	55.77	70.93	66.82
gene2004	12.05	17.58	16.33	13.67	15.53	16.08
gene2005	282.79	318.43	357.63	219.78	372.7	239.91
gene2006	26.29	37.57	38.51	61.6	81.95	71.35
gene2007	1.28	11.29	15.98	67.48	26.8	57.73
gene2008	90.78	111.66	128.22	543.72	408.19	520.14
gene2009	12.11	13.74	18.45	24.43	22.79	23.25
gene2010	46.78	58.24	55.56	125.58	176.15	133.94
gene2011	6.33	7.1	7.42	29.42	20.62	21.9
gene2012	68.21	94.63	99.18	253.95	309.73	239.33
gene2013	0.66	0.68	0.73	0.88	1.09	0.86
gene2014	5.87	5.23	8.15	3.59	6.07	5.94
gene2015	446.82	499.3	614.22	902.23	649.23	774.82
gene2016	5.45	6.72	6.51	9.99	11.1	10.48
gene2017	15.01	9.18	16.48	0.96	1.9	0.47
gene2018	49.99	54.16	58.02	20.37	22.16	21.99
gene2019	10.61	14.55	13.86	48.84	35.94	43.71
gene2020	1848.92	2465.92	2532.63	984.49	978.4	862.85
gene2021	57.83	78.6	89.62	48.7	41.97	36.13
gene2022	133.4	152.64	186.1	456.77	273.62	439.05
gene2023	77.41	105.6	95.79	114.68	134.78	131.07
gene2024	54.89	77.77	70.49	62.68	77.21	66.56
gene2025	174.24	327.34	411.62	125.99	121.16	128.7
gene2026	74.24	92.6	116.23	134.56	114.97	113.89
gene2027	34.98	39.3	51.05	29.62	25.5	26.46
gene2028	0.98	2.59	2.21	1.02	1.68	2.31
gene2029	8.48	8.16	9.19	6.95	14.04	11.45
gene2030	0.0	0.0	0.0	0.0	1.19	1.17
gene2031	0.0	0.86	0.88	1.09	1.1	0.79
gene2032	73.25	104.06	111.96	58.44	74.36	62.04
gene2033	273.07	416.7	359.89	212.52	423.47	245.27
gene2034	120.84	230.51	243.26	123.28	171.57	125.47
gene2035	6.15	0.93	3.04	6.68	4.17	0.82
gene2036	14.25	10.63	6.59	15.5	11.54	10.18
gene2037	63.88	48.02	70.56	63.95	50.2	61.43
gene2038	0.0	1.91	2.46	2.91	1.44	2.12
gene2039	29.42	38.82	39.88	50.43	75.71	49.41
gene2040	45.93	33.78	37.66	32.76	29.43	28.97
gene2041	41.62	54.32	60.23	72.54	96.3	76.2
gene2042	84.89	101.24	97.91	169.3	137.37	149.94
gene2043	0.98	4.78	4.92	5.33	4.45	4.36
gene2044	21.34	30.39	25.18	18.73	14.56	20.01
gene2045	55.66	62.53	71.68	76.42	82.59	71.5
gene2046	3.24	1.97	3.5	3.73	2.67	3.86
gene2047	57.78	46.11	57.39	69.28	49.3	46.84
gene2048	93.49	130.11	126.26	122.55	158.15	126.73
gene2049	29.1	40.33	38.29	47.55	58.89	56.51
gene2050	11.14	5.14	5.58	4.64	6.94	8.35
gene2051	57.26	86.27	92.49	182.31	146.84	196.69
gene2052	34.36	32.45	38.53	38.37	54.33	43.1
gene2053	50.14	85.55	101.83	71.3	89.37	78.67
gene2054	36.07	48.81	49.27	66.6	76.78	69.93
gene2055	8.76	8.58	4.62	9.02	3.99	4.4
gene2056	94.7	60.0	71.44	26.0	11.59	21.45
gene2057	34.42	45.11	33.98	40.58	43.37	38.62
gene2058	24.01	25.31	28.91	41.14	45.8	32.55
gene2059	15.99	17.44	21.18	17.36	17.71	14.22
gene2060	13.83	17.15	21.94	25.54	18.54	21.81
gene2061	708.34	927.03	764.68	556.25	828.84	628.58
gene2062	1060.06	884.12	2070.18	679.0	333.25	496.36
gene2063	19.24	19.56	17.38	18.53	21.51	20.89
gene2064	70.47	114.8	120.19	2.52	3.75	3.47
gene2065	3.91	2.39	4.92	7.66	6.59	5.16
gene2066	15.99	18.35	15.55	23.51	31.27	23.33
gene2067	12.63	15.35	16.13	24.96	27.47	24.6
gene2068	94.22	135.18	132.46	466.1	520.66	431.61
gene2069	49.08	66.38	71.41	152.82	151.17	137.43
gene2070	31.55	40.95	39.45	46.31	63.35	49.14
gene2071	167.98	204.51	208.6	132.05	148.29	119.68
gene2072	282.95	304.62	391.87	307.59	238.18	259.38
gene2073	11.17	8.94	15.11	10.51	9.12	14.05
gene2074	11.64	7.76	12.99	19.7	9.39	13.5
gene2075	9.04	12.21	11.76	11.08	11.13	9.6
gene2076	29.05	25.04	27.07	23.65	24.79	28.62
gene2077	6.42	5.93	7.36	21.57	5.05	17.75
gene2078	6.66	4.87	3.82	6.51	6.75	6.15
gene2079	27.44	36.29	26.13	15.66	12.8	14.14
gene2080	2.5	4.33	7.87	2.94	3.12	3.47
gene2081	83.1	117.14	122.99	182.15	194.99	182.61
gene2082	2.43	3.58	5.33	8.03	9.22	7.1
gene2083	33.4	59.8	60.7	95.83	109.06	100.11
gene2084	63.66	80.24	99.04	166.92	139.08	117.31
gene2085	48.21	63.11	73.38	26.52	25.15	23.86
gene2086	797.3	1268.55	1373.69	2002.52	2772.27	1925.86
gene2087	5.22	7.2	7.58	76.85	72.5	77.54
gene2088	60.5	112.81	119.64	68.44	116.26	76.0
gene2089	34.54	48.13	46.16	56.43	69.04	58.44
gene2090	6.43	5.15	7.67	6.38	3.81	6.18
gene2091	41.11	50.48	50.41	98.47	105.59	103.09
gene2092	96.73	116.89	130.17	126.5	114.19	107.52
gene2093	6.01	9.71	7.36	9.65	3.68	10.28
gene2094	56.46	82.27	77.48	72.83	79.65	63.72
gene2095	25.82	36.1	43.68	32.5	26.22	30.86
gene2096	13.9	13.02	16.41	14.27	12.29	12.33
gene2097	214.36	270.92	308.82	315.49	549.84	363.48
gene2098	50.99	51.11	72.47	55.94	40.11	43.48
gene2099	0.0	0.0	0.0	4.32	1.45	1.43
gene2100	1.59	1.52	2.27	3.56	2.2	4.74
gene2101	19.74	20.24	22.86	46.33	38.62	43.94
gene2102	26.03	45.23	49.26	13.9	16.86	15.34
gene2103	107.73	132.16	129.75	95.37	125.14	112.58
gene2104	2.46	1.92	4.79	4.35	4.51	3.41
gene2105	13.5	20.83	14.6	11.73	14.89	14.13
gene2106	94.89	140.48	169.82	101.77	104.0	92.46
gene2107	50.58	77.42	85.74	43.39	41.56	35.86
gene2108	15.53	22.94	21.05	20.22	25.15	19.81
gene2109	48.32	90.21	90.3	72.11	94.85	73.17
gene2110	7.82	9.08	9.31	9.0	12.04	10.66
gene2111	34.25	45.64	41.82	45.7	49.76	68.31
gene2112	0.0	0.61	2.62	1.13	1.12	1.65
gene2113	9.6	17.72	13.31	15.12	15.57	14.79
gene2114	86.78	155.88	124.3	70.4	64.8	71.06
gene2115	2.33	1.71	1.82	2.53	2.66	1.14
gene2116	86.09	123.22	126.21	75.07	100.28	80.18
gene2117	17.58	24.13	22.9	65.18	57.96	57.62
gene2118	43.32	40.22	51.48	61.63	97.36	76.32
gene2119	88.4	39.43	57.91	81.54	55.29	80.47
gene2120	8.14	13.65	10.02	21.12	18.93	19.16
gene2121	236.65	370.94	408.39	505.97	619.06	574.72
gene2122	2.59	4.42	4.08	3.87	5.07	3.09
gene2123	100.73	135.16	134.58	129.78	181.24	127.46
gene2124	6.32	4.71	9.46	17.54	12.06	15.39
gene2125	787.21	786.13	992.62	159.94	128.77	208.85
gene2126	33.24	56.76	62.8	56.82	59.46	56.05
gene2127	32.48	29.96	37.23	42.05	39.11	34.56
gene2128	8.24	3.88	6.9	9.6	5.49	8.5
gene2129	68.36	53.44	81.21	80.06	69.23	79.85
gene2130	4.83	0.0	0.0	0.95	0.47	0.0
gene2131	0.0	0.75	0.8	0.32	0.1	0.0
gene2132	166.75	148.17	187.71	210.03	276.26	217.34
gene2133	54.6	55.17	63.67	53.95	86.02	65.5
gene2134	5.73	6.56	7.91	5.25	4.39	5.01
gene2135	299.19	380.14	402.88	266.87	335.18	262.06
gene2136	77.93	134.48	138.74	200.89	207.67	192.95
gene2137	4.52	6.6	6.31	13.08	15.48	14.61
gene2138	10.66	13.81	12.29	36.14	33.7	29.87
gene2139	49.58	84.04	86.69	93.68	85.25	86.91
gene2140	11.42	12.69	12.83	123.06	74.81	138.54
gene2141	166.82	280.38	285.02	137.85	191.45	160.73
gene2142	2655.82	3182.04	4110.85	1309.7	1368.63	1247.31
gene2143	2.98	6.99	7.26	9.82	14.39	11.16
gene2144	10.13	14.62	18.25	23.1	22.41	23.32
gene2145	303.78	408.73	462.57	425.92	364.41	391.71
gene2146	7.34	15.48	17.23	23.28	28.35	22.77
gene2147	77.29	80.61	97.62	54.87	53.0	54.8
gene2148	1.07	2.98	1.65	4.15	2.5	2.06
gene2149	10.48	5.09	12.48	7.36	3.09	9.3
gene2150	1.69	0.55	1.78	4.11	5.62	7.52
gene2151	8.57	3.98	6.96	7.47	4.64	4.1
gene2152	1.98	5.08	4.12	7.63	10.51	5.74
gene2153	49.8	82.7	78.5	77.97	132.42	88.96
gene2154	64.74	101.3	84.53	96.43	127.12	104.76
gene2155	1.11	7.99	1.09	15.99	23.07	10.49
gene2156	157.99	206.28	222.41	608.51	1160.84	705.27
gene2157	21.0	25.2	26.84	51.4	71.2	58.06
gene2158	2.07	4.23	5.53	12.18	20.91	15.67
gene2159	132.57	191.39	196.13	541.89	420.52	472.31
gene2160	28.15	32.32	38.29	41.05	41.56	32.46
gene2161	68.13	68.91	105.33	57.96	43.92	44.06
gene2162	6.49	10.3	6.89	2.73	8.86	3.86
gene2163	2.1	3.93	4.1	6.0	4.01	3.92
gene2164	15.44	24.94	32.21	31.92	36.79	30.12
gene2165	57.24	95.55	108.12	104.24	129.71	107.0
gene2166	1.49	2.0	2.24	3.63	3.99	5.11
gene2167	22.7	60.54	52.0	47.71	74.16	55.97
gene2168	12.25	16.12	16.79	19.97	24.47	20.3
gene2169	123.99	131.86	131.31	225.88	188.65	196.9
gene2170	69.77	85.68	86.4	154.44	210.69	157.47
gene2171	25.59	25.17	37.44	26.25	34.1	27.27
gene2172	107.5	174.6	145.85	290.71	463.09	302.77
gene2173	26.99	27.22	37.67	36.07	28.0	25.23
gene2174	2699.45	3233.66	3539.57	14889.11	12950.51	14673.71
gene2175	7.05	11.64	9.72	6.15	11.0	8.46
gene2176	1.07	3.04	0.85	1.09	2.01	2.57
gene2177	891.47	1153.02	1266.24	1294.63	1026.48	1258.41
gene2178	54.8	62.31	81.72	149.7	124.19	127.03
gene2179	17.64	33.09	37.71	52.59	76.19	64.56
gene2180	120.43	92.43	125.32	133.91	90.65	105.81
gene2181	248.31	293.73	314.99	288.61	266.23	268.83
gene2182	78.16	94.18	98.57	229.9	127.93	166.85
gene2183	195.11	144.97	174.96	160.21	154.9	150.74
gene2184	17.27	30.85	31.28	71.96	61.71	79.44
gene2185	2.69	2.28	1.13	0.86	1.53	2.16
gene2186	2.25	1.35	1.53	2.2	3.81	3.19
gene2187	2.64	4.66	2.95	8.43	8.84	7.19
gene2188	21.17	20.82	34.88	15.64	15.65	15.13
gene2189	187.1	233.67	210.85	230.56	275.12	235.4
gene2190	2.73	4.72	3.8	5.6	4.08	3.63
gene2191	9.38	9.24	9.21	8.65	9.08	8.18
gene2192	5.36	11.75	11.24	17.74	24.18	26.76
gene2193	3.85	4.02	1.76	6.59	7.76	6.73
gene2194	513.54	603.94	653.77	303.78	323.96	270.92
gene2195	11.08	20.03	17.64	17.14	41.56	17.94
gene2196	27.56	30.63	33.23	59.1	36.96	34.82
gene2197	171.08	215.67	251.37	208.05	181.08	171.72
gene2198	3.32	3.41	2.43	6.02	5.96	6.64
gene2199	2.52	1.23	1.69	2.4	2.54	2.32
gene2200	86.33	72.22	88.02	101.78	46.06	96.7
gene2201	129.74	171.83	183.02	177.1	216.21	183.73
gene2202	11.37	12.61	16.21	22.45	21.69	18.3
gene2203	50.0	56.15	61.26	50.24	53.72	51.28
gene2204	6.65	6.07	7.11	4.91	5.32	5.66
gene2205	59.8	77.67	96.37	170.46	120.75	141.42
gene2206	20.5	24.96	23.28	40.91	38.93	37.81
gene2207	88.74	143.66	148.93	695.47	657.79	684.59
gene2208	92.88	124.72	133.97	32.63	24.87	40.22
gene2209	110.18	99.0	117.0	127.07	99.39	110.76
gene2210	52.42	61.92	76.85	38.21	63.31	53.55
gene2211	2.61	5.16	6.51	5.83	7.62	5.91
gene2212	3.31	3.12	5.37	3.56	3.69	2.79
gene2213	6.47	4.86	9.89	5.83	9.1	4.13
gene2214	17.22	17.19	15.6	60.74	32.23	57.82
gene2215	302.27	364.69	410.9	151.17	253.92	174.12
gene2216	9.19	9.71	10.09	8.77	17.11	11.54
gene2217	90.13	142.76	133.81	98.77	136.02	111.82
gene2218	48.22	26.61	34.37	56.1	27.65	52.44
gene2219	109.21	120.02	107.13	168.0	191.36	152.34
gene2220	2.11	9.6	5.34	28.16	18.51	31.67
gene2221	1.58	3.94	1.84	5.94	3.67	2.72
gene2222	88.43	119.74	136.06	242.04	297.18	297.02
gene2223	8.06	4.98	7.5	6.54	4.18	2.28
gene2224	3.13	2.15	2.08	3.47	4.76	3.63
gene2225	41.57	69.08	66.95	50.11	74.81	58.22
gene2226	239.66	442.94	320.6	744.39	563.3	638.11
gene2227	1147.47	1651.45	1637.48	754.47	851.59	797.84
gene2228	30.06	39.2	35.55	43.92	56.4	56.26
gene2229	7.37	7.47	10.3	12.89	7.4	16.17
gene2230	160.34	188.07	219.2	227.46	225.76	226.36
gene2231	52.42	83.1	95.61	95.02	124.31	100.85
gene2232	224.9	253.76	444.08	453.72	412.9	466.47
gene2233	73.6	81.49	98.67	62.63	69.26	70.51
gene2234	10.37	8.32	13.14	9.42	4.12	8.65
gene2235	124.98	150.78	143.82	202.68	247.15	220.77
gene2236	15.08	20.36	24.31	52.36	30.45	52.96
gene2237	30.73	25.51	39.18	35.79	25.75	32.08
gene2238	21.93	23.38	27.75	23.59	20.18	25.81
gene2239	0.0	0.0	1.54	1.21	3.64	2.39
gene2240	79.1	78.55	104.7	68.2	63.8	60.58
gene2241	899.26	1027.65	859.5	398.34	394.46	318.92
gene2242	95.81	119.29	129.47	44.48	52.36	43.74
gene2243	16.26	29.67	25.01	35.53	32.26	28.94
gene2244	3.11	4.12	4.42	1.52	6.03	5.32
gene2245	4.74	0.56	3.68	2.39	1.84	2.38
gene2246	31.09	46.55	47.64	14.59	17.61	15.78
gene2247	7.46	11.37	13.62	10.36	13.97	8.76
gene2248	0.2	1.66	1.56	6.06	1.6	2.94
gene2249	3.71	2.35	7.0	4.2	4.28	4.21
gene2250	57.85	76.36	92.55	73.48	80.88	72.73
gene2251	1.79	5.52	6.2	12.37	10.55	11.98
gene2252	284.2	352.09	405.54	542.56	526.06	492.79
gene2253	8.36	8.36	11.37	17.38	13.59	13.94
gene2254	9.09	17.88	17.13	16.32	13.24	17.7
gene2255	17.33	27.51	28.25	56.04	67.43	56.41
gene2256	0.0	0.0	0.0	0.93	0.0	0.0
gene2257	12.29	9.48	8.59	86.96	308.19	95.09
gene2258	28.73	42.41	43.34	27.74	24.0	28.58
gene2259	7.87	11.36	7.23	67.19	58.61	55.17
gene2260	74.64	96.48	105.15	102.16	111.67	102.09
gene2261	10.41	8.65	10.77	16.24	13.27	16.27
gene2262	9.58	7.56	15.06	12.43	5.38	7.92
